,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
71347,23952.0,HTML/CSS,Dart,MongoDB,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
71348,23952.0,JavaScript,Go,Redis,Couchbase,Docker,Docker,Express,Spring,Notepad++
71355,23955.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,iOS,Linux,Vue.js,Angular/Angular.js,Visual Studio Code
71362,23957.0,C,Go,Cassandra,Cassandra,Android,Docker,Angular/Angular.js,Vue.js,IntelliJ
71375,23959.0,C#,C#,Elasticsearch,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
71382,23961.0,C#,Clojure,MongoDB,Cassandra,Windows,Android,Angular/Angular.js,Angular/Angular.js,NetBeans
71397,23963.0,C#,JavaScript,Elasticsearch,MongoDB,Android,Docker,Angular/Angular.js,Express,Atom
71411,23964.0,C,HTML/CSS,Firebase,Elasticsearch,Docker,Android,React.js,React.js,Eclipse
71412,23964.0,Go,Java,Microsoft SQL Server,MongoDB,Heroku,AWS,Spring,Ruby on Rails,IntelliJ
71421,23968.0,Bash/Shell/PowerShell,Go,DynamoDB,Redis,Arduino,Arduino,Express,Express,Visual Studio Code
71432,23971.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Windows,Linux,Flask,Flask,IPython / Jupyter
71437,23974.0,HTML/CSS,Go,MongoDB,MongoDB,AWS,AWS,Django,Django,Atom
71446,23981.0,C#,C#,Microsoft SQL Server,Firebase,Raspberry Pi,Docker,Angular/Angular.js,Angular/Angular.js,Atom
71451,23982.0,C++,HTML/CSS,Firebase,DynamoDB,AWS,AWS,Django,Spring,Emacs
71452,23982.0,HTML/CSS,Java,Microsoft SQL Server,Firebase,Google Cloud Platform,Docker,jQuery,Vue.js,IntelliJ
71457,23983.0,HTML/CSS,HTML/CSS,DynamoDB,Elasticsearch,AWS,AWS,Express,Express,Visual Studio Code
71467,23989.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
71471,23992.0,JavaScript,Go,PostgreSQL,PostgreSQL,Android,AWS,Express,Django,Visual Studio Code
71477,23993.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,AWS,AWS,Express,Express,Emacs
71497,23997.0,Python,Python,Elasticsearch,MariaDB,AWS,AWS,Django,Django,Emacs
71498,23997.0,Rust,Rust,MariaDB,PostgreSQL,Docker,Docker,Vue.js,Vue.js,Vim
71501,23998.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Couchbase,Docker,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
71502,23998.0,C#,C#,MariaDB,Elasticsearch,Linux,AWS,ASP.NET,ASP.NET,Vim
71503,23998.0,HTML/CSS,Elixir,Microsoft SQL Server,MariaDB,Slack,Docker,Express,Express,Visual Studio
71504,23998.0,Java,Erlang,MySQL,MongoDB,Windows,Linux,jQuery,jQuery,Visual Studio Code
71517,24000.0,Dart,Dart,MySQL,Cassandra,Docker,Docker,Spring,Vue.js,PHPStorm
71524,24001.0,C#,HTML/CSS,MongoDB,Elasticsearch,Linux,Docker,jQuery,Angular/Angular.js,Notepad++
71537,24004.0,C,Go,PostgreSQL,PostgreSQL,AWS,AWS,Django,Django,Vim
71544,24006.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Microsoft Azure,Android,ASP.NET,ASP.NET,Atom
71545,24006.0,C#,C#,Oracle,MongoDB,Windows,AWS,jQuery,Django,Notepad++
71551,24007.0,Bash/Shell/PowerShell,C++,Microsoft SQL Server,PostgreSQL,Heroku,Heroku,jQuery,Ruby on Rails,Eclipse
71557,24008.0,HTML/CSS,Bash/Shell/PowerShell,Oracle,Elasticsearch,Linux,Android,jQuery,Angular/Angular.js,Eclipse
71580,24015.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,ASP.NET,Notepad++
71597,24020.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
71609,24025.0,Go,HTML/CSS,MariaDB,MariaDB,AWS,AWS,Django,Django,IntelliJ
71610,24025.0,HTML/CSS,JavaScript,PostgreSQL,PostgreSQL,Docker,Docker,React.js,React.js,PyCharm
71614,24026.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Android,AWS,Django,jQuery,Atom
71623,24031.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,jQuery,React.js,IntelliJ
71633,24032.0,C#,C#,Microsoft SQL Server,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
71638,24034.0,Bash/Shell/PowerShell,C++,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Docker,ASP.NET,React.js,Eclipse
71656,24036.0,Bash/Shell/PowerShell,Assembly,Elasticsearch,MariaDB,AWS,AWS,Spring,Django,IntelliJ
71665,24038.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Linux,Linux,React.js,React.js,Sublime Text
71686,24052.0,Bash/Shell/PowerShell,R,PostgreSQL,PostgreSQL,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Eclipse
71692,24053.0,Bash/Shell/PowerShell,Go,PostgreSQL,Cassandra,Linux,Linux,Django,Django,PyCharm
71696,24055.0,Bash/Shell/PowerShell,Assembly,MySQL,MySQL,Docker,Android,Django,Django,Eclipse
71705,24056.0,C#,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
71706,24056.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Windows,ASP.NET,ASP.NET,Notepad++
71712,24057.0,HTML/CSS,HTML/CSS,MySQL,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
71728,24061.0,C++,Assembly,Microsoft SQL Server,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
71729,24061.0,C#,Bash/Shell/PowerShell,MySQL,MongoDB,Windows,IBM Cloud or Watson,ASP.NET,ASP.NET,Visual Studio
71744,24062.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,AWS,AWS,React.js,Spring,Eclipse
71745,24062.0,Go,C,Elasticsearch,Oracle,Docker,Docker,Spring,Vue.js,Vim
71752,24065.0,HTML/CSS,TypeScript,MySQL,DynamoDB,AWS,Docker,jQuery,Laravel,PHPStorm
71764,24072.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,Angular/Angular.js,ASP.NET,Notepad++
71765,24072.0,C#,C#,MongoDB,Microsoft SQL Server,Linux,Docker,ASP.NET,React.js,Visual Studio
71766,24072.0,HTML/CSS,Elixir,Microsoft SQL Server,Redis,Microsoft Azure,Kubernetes,Express,Vue.js,Visual Studio Code
71776,24076.0,Java,Java,Firebase,Firebase,Android,Android,jQuery,React.js,Android Studio
71784,24077.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Django,Django,Atom
71785,24077.0,Java,Java,Oracle,PostgreSQL,AWS,AWS,Spring,React.js,IntelliJ
71792,24078.0,C,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Android,Django,Django,PyCharm
71793,24078.0,C++,JavaScript,MySQL,PostgreSQL,Raspberry Pi,Arduino,jQuery,Vue.js,RStudio
71799,24080.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MariaDB,Arduino,Android,jQuery,jQuery,Notepad++
71806,24082.0,C#,Go,MongoDB,Firebase,Linux,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
71818,24087.0,Dart,Dart,Microsoft SQL Server,PostgreSQL,Other(s):,Other(s):,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
71824,24089.0,Bash/Shell/PowerShell,HTML/CSS,Firebase,Elasticsearch,Google Cloud Platform,Docker,Angular/Angular.js,Django,IntelliJ
71834,24096.0,C,Ruby,MySQL,Elasticsearch,AWS,Android,jQuery,Django,Eclipse
71835,24096.0,HTML/CSS,Swift,Oracle,MongoDB,Docker,Google Cloud Platform,Spring,Ruby on Rails,IntelliJ
71840,24097.0,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
71846,24100.0,C++,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Linux,Docker,jQuery,jQuery,IntelliJ
71847,24100.0,HTML/CSS,C,MySQL,MongoDB,Windows,Kubernetes,Laravel,React.js,PHPStorm
71852,24104.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Slack,Angular/Angular.js,ASP.NET,Emacs
71871,24114.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,AWS,Android,jQuery,Express,Sublime Text
71872,24114.0,HTML/CSS,Go,MySQL,Firebase,Linux,AWS,React.js,jQuery,Vim
71877,24115.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,AWS,AWS,Flask,Flask,IntelliJ
71878,24115.0,Java,C++,Elasticsearch,Other(s):,Google Cloud Platform,Docker,Spring,Spring,IPython / Jupyter
71883,24122.0,C++,C++,PostgreSQL,PostgreSQL,Docker,Docker,React.js,React.js,Vim
71887,24123.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Linux,Docker,jQuery,jQuery,Visual Studio Code
71892,24124.0,JavaScript,JavaScript,MongoDB,MongoDB,Docker,AWS,Express,React.js,Atom
71915,24136.0,HTML/CSS,HTML/CSS,Other(s):,Other(s):,Linux,Linux,React.js,React.js,Atom
71922,24143.0,Java,Kotlin,Oracle,Elasticsearch,Docker,AWS,Django,Django,Emacs
71938,24146.0,HTML/CSS,Java,MongoDB,MariaDB,MacOS,MacOS,Angular/Angular.js,React.js,Eclipse
71957,24150.0,C#,C#,MongoDB,Firebase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
71970,24160.0,Bash/Shell/PowerShell,HTML/CSS,MariaDB,Microsoft SQL Server,Linux,Linux,ASP.NET,Express,Visual Studio Code
71986,24162.0,C#,C#,Microsoft SQL Server,MariaDB,Android,Android,Angular/Angular.js,ASP.NET,Sublime Text
71994,24163.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,ASP.NET,Ruby on Rails,Android Studio
71995,24163.0,C#,Go,MongoDB,PostgreSQL,Docker,Docker,Express,Vue.js,Visual Studio Code
72003,24164.0,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,AWS,jQuery,jQuery,Sublime Text
72008,24167.0,HTML/CSS,HTML/CSS,MariaDB,Elasticsearch,Android,Google Cloud Platform,jQuery,Angular/Angular.js,Atom
72009,24167.0,JavaScript,JavaScript,MongoDB,MariaDB,Google Cloud Platform,Windows,Laravel,Express,NetBeans
72014,24168.0,HTML/CSS,JavaScript,Elasticsearch,Elasticsearch,Android,AWS,jQuery,React.js,Atom
72015,24168.0,Java,Swift,MySQL,Firebase,Docker,Docker,React.js,Spring,IntelliJ
72024,24170.0,C++,Java,MariaDB,MariaDB,Arduino,Arduino,jQuery,jQuery,Eclipse
72033,24171.0,Bash/Shell/PowerShell,Erlang,MariaDB,Cassandra,Arduino,Docker,Angular/Angular.js,Laravel,IntelliJ
72034,24171.0,C,Go,MongoDB,DynamoDB,Linux,Kubernetes,Express,React.js,PHPStorm
72051,24177.0,HTML/CSS,Go,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
72062,24179.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Linux,Linux,jQuery,jQuery,PHPStorm
72084,24188.0,C++,Clojure,Cassandra,Cassandra,Docker,AWS,Spring,React.js,IntelliJ
72097,24198.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,AWS,AWS,jQuery,Angular/Angular.js,PHPStorm
72113,24207.0,C#,C#,Firebase,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,NetBeans
72117,24211.0,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Android,Android,Flask,Angular/Angular.js,Eclipse
72118,24211.0,Bash/Shell/PowerShell,Go,MySQL,Elasticsearch,AWS,AWS,jQuery,Django,IntelliJ
72119,24211.0,C++,HTML/CSS,Oracle,Firebase,Docker,Docker,Ruby on Rails,Express,Notepad++
72131,24214.0,Bash/Shell/PowerShell,Go,DynamoDB,DynamoDB,AWS,Android,React.js,React.js,Atom
72139,24216.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,ASP.NET,RStudio
72140,24216.0,C#,C#,Microsoft SQL Server,PostgreSQL,Linux,Kubernetes,ASP.NET,Vue.js,Visual Studio
72145,24218.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,ASP.NET,Visual Studio
72146,24218.0,HTML/CSS,F#,Redis,Redis,Windows,Kubernetes,ASP.NET,Other(s):,Visual Studio Code
72154,24224.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Linux,Linux,Angular/Angular.js,Vue.js,IntelliJ
72163,24226.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Docker,Docker,ASP.NET,Angular/Angular.js,Visual Studio Code
72179,24230.0,Assembly,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Docker,Angular/Angular.js,Angular/Angular.js,Android Studio
72189,24232.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
72195,24236.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,React.js,Atom
72196,24236.0,C,Elixir,MySQL,PostgreSQL,Arduino,IBM Cloud or Watson,Express,Ruby on Rails,IntelliJ
72209,24246.0,C#,Go,DynamoDB,Elasticsearch,Docker,Google Cloud Platform,jQuery,React.js,Visual Studio Code
72222,24252.0,Bash/Shell/PowerShell,C,Elasticsearch,PostgreSQL,AWS,AWS,Django,Django,PyCharm
72223,24252.0,HTML/CSS,Clojure,MongoDB,Redis,Docker,Docker,Flask,Flask,RStudio
72236,24258.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,AWS,jQuery,Flask,PyCharm
72241,24259.0,HTML/CSS,Go,MariaDB,MariaDB,Docker,AWS,React.js,jQuery,IntelliJ
72253,24262.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,AWS,React.js,React.js,IntelliJ
72266,24270.0,C#,C#,Microsoft SQL Server,Cassandra,Arduino,Arduino,ASP.NET,ASP.NET,IPython / Jupyter
72267,24270.0,HTML/CSS,Go,Other(s):,Redis,Linux,Docker,Vue.js,Django,Notepad++
72274,24276.0,Java,JavaScript,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,React.js,IntelliJ
72275,24276.0,JavaScript,Kotlin,PostgreSQL,PostgreSQL,Docker,Docker,React.js,Vue.js,PyCharm
72279,24281.0,JavaScript,Dart,MongoDB,Firebase,AWS,Android,Django,Django,Visual Studio Code
72306,24287.0,HTML/CSS,HTML/CSS,MySQL,MongoDB,Heroku,Heroku,jQuery,Express,Notepad++
72309,24288.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,Arduino,ASP.NET,ASP.NET,Visual Studio
72317,24293.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
72322,24294.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
72323,24294.0,C++,Dart,MySQL,Microsoft SQL Server,Docker,Arduino,ASP.NET,ASP.NET,Notepad++
72331,24296.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,AWS,AWS,Flask,Vue.js,IntelliJ
72332,24296.0,Elixir,Elixir,Microsoft SQL Server,Firebase,Linux,Google Cloud Platform,React.js,Other(s):,Notepad++
72343,24298.0,HTML/CSS,Python,MySQL,MySQL,Docker,Docker,Flask,Flask,IPython / Jupyter
72349,24300.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Linux,Docker,Django,Django,Notepad++
72350,24300.0,HTML/CSS,Go,PostgreSQL,Elasticsearch,Slack,Linux,Express,jQuery,Visual Studio Code
72362,24302.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,jQuery,jQuery,Eclipse
72363,24302.0,Java,Java,Oracle,Oracle,Linux,Linux,Spring,Spring,Sublime Text
72367,24303.0,Bash/Shell/PowerShell,HTML/CSS,Couchbase,MariaDB,Android,AWS,Angular/Angular.js,Express,Atom
72368,24303.0,HTML/CSS,JavaScript,Firebase,MongoDB,AWS,Linux,Express,React.js,Vim
72374,24306.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Android,Android,jQuery,React.js,Android Studio
72375,24306.0,Java,Java,Firebase,Firebase,Slack,AWS,React.js,Spring,Eclipse
72381,24312.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Heroku,AWS,Express,Express,IntelliJ
72397,24318.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Android,Android,jQuery,jQuery,Android Studio
72408,24321.0,Bash/Shell/PowerShell,WebAssembly,PostgreSQL,Redis,AWS,Docker,Express,Other(s):,Sublime Text
72414,24323.0,Assembly,HTML/CSS,Cassandra,Cassandra,Android,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
72415,24323.0,Bash/Shell/PowerShell,Java,Elasticsearch,MySQL,AWS,Docker,jQuery,React.js,Vim
72429,24333.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MongoDB,Android,Android,Flask,Django,Atom
72430,24333.0,HTML/CSS,HTML/CSS,Redis,PostgreSQL,Arduino,Arduino,React.js,Express,Xcode
72442,24336.0,C,Java,MySQL,MySQL,AWS,AWS,ASP.NET,Django,Eclipse
72443,24336.0,Java,Python,Oracle,Oracle,Docker,Docker,Django,Spring,IPython / Jupyter
72448,24339.0,C#,C++,Firebase,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
72456,24342.0,HTML/CSS,Go,MongoDB,DynamoDB,AWS,Docker,Express,Express,Sublime Text
72457,24342.0,JavaScript,JavaScript,Microsoft SQL Server,Elasticsearch,Heroku,Heroku,React.js,React.js,Vim
72460,24343.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,AWS,AWS,Flask,Flask,IntelliJ
72461,24343.0,C,HTML/CSS,PostgreSQL,SQLite,Docker,Docker,React.js,React.js,IPython / Jupyter
72470,24350.0,Assembly,Assembly,MySQL,MariaDB,Docker,Android,ASP.NET,jQuery,Atom
72471,24350.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Redis,MongoDB,Linux,Arduino,jQuery,Laravel,PHPStorm
72472,24350.0,C#,C,SQLite,MySQL,Microsoft Azure,AWS,Laravel,Vue.js,Vim
72479,24353.0,C#,C#,Couchbase,Firebase,AWS,Heroku,Angular/Angular.js,Angular/Angular.js,Visual Studio
72480,24353.0,HTML/CSS,Go,Firebase,Redis,Heroku,Kubernetes,ASP.NET,Express,Visual Studio Code
72487,24354.0,C#,C#,Firebase,MongoDB,Android,Android,jQuery,jQuery,Android Studio
72496,24357.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
72497,24357.0,Java,Java,MySQL,MySQL,Microsoft Azure,Microsoft Azure,ASP.NET,Spring,Notepad++
72502,24359.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Firebase,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
72503,24359.0,C#,C++,Microsoft SQL Server,MongoDB,MacOS,Docker,Spring,ASP.NET,Notepad++
72514,24364.0,C#,C#,MariaDB,MariaDB,Linux,Android,jQuery,React.js,Sublime Text
72515,24364.0,PHP,JavaScript,MySQL,MySQL,Windows,Arduino,Other(s):,Other(s):,Visual Studio
72525,24368.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Arduino,Android,Angular/Angular.js,Angular/Angular.js,Atom
72536,24372.0,Go,Go,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,React.js,IntelliJ
72546,24377.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
72547,24377.0,Java,Java,PostgreSQL,MySQL,Arduino,Arduino,jQuery,jQuery,Atom
72553,24378.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Redis,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Sublime Text
72561,24380.0,Assembly,Assembly,Firebase,Firebase,Android,Android,Express,Express,Android Studio
72562,24380.0,Dart,Dart,MySQL,MongoDB,Slack,Slack,jQuery,jQuery,IntelliJ
72575,24385.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Android,ASP.NET,Angular/Angular.js,Notepad++
72584,24387.0,C++,C#,Microsoft SQL Server,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
72585,24387.0,C#,Clojure,MySQL,Microsoft SQL Server,Arduino,Docker,ASP.NET,ASP.NET,Eclipse
72607,24391.0,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,AWS,AWS,Express,Express,Vim
72608,24391.0,Go,Kotlin,MongoDB,DynamoDB,Docker,Google Cloud Platform,Flask,React.js,Visual Studio Code
72616,24392.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Linux,Android,Flask,Flask,Notepad++
72621,24393.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Ruby on Rails,Ruby on Rails,Vim
72628,24394.0,HTML/CSS,HTML/CSS,Oracle,Oracle,AWS,AWS,jQuery,jQuery,IntelliJ
72632,24399.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Docker,AWS,ASP.NET,ASP.NET,Notepad++
72637,24400.0,C++,HTML/CSS,Firebase,Firebase,Android,Android,jQuery,jQuery,Notepad++
72638,24400.0,HTML/CSS,Java,MongoDB,MongoDB,iOS,iOS,React.js,React.js,PHPStorm
72648,24403.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
72664,24407.0,HTML/CSS,Bash/Shell/PowerShell,MariaDB,Cassandra,Docker,AWS,jQuery,Spring,IntelliJ
72671,24409.0,C#,C#,MongoDB,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
72680,24412.0,HTML/CSS,Kotlin,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
72681,24412.0,Java,Python,Microsoft SQL Server,MongoDB,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Eclipse
72682,24412.0,JavaScript,Ruby,MySQL,PostgreSQL,Linux,Heroku,Spring,React.js,Notepad++
72692,24419.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
72693,24419.0,JavaScript,HTML/CSS,MySQL,MySQL,Docker,Docker,Express,Express,PHPStorm
72715,24433.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,MacOS,Express,Angular/Angular.js,PHPStorm
72733,24441.0,HTML/CSS,HTML/CSS,MongoDB,PostgreSQL,Linux,MacOS,Angular/Angular.js,React.js,PHPStorm
72744,24448.0,Bash/Shell/PowerShell,C#,Couchbase,Firebase,Android,Android,jQuery,Angular/Angular.js,Android Studio
72745,24448.0,C#,HTML/CSS,MariaDB,MariaDB,Docker,Docker,Laravel,jQuery,NetBeans
72746,24448.0,HTML/CSS,Java,MongoDB,MySQL,Linux,iOS,Other(s):,Laravel,PHPStorm
72755,24453.0,C#,C#,Elasticsearch,Cassandra,Microsoft Azure,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
72756,24453.0,HTML/CSS,Elixir,MongoDB,Elasticsearch,Windows,Docker,ASP.NET,ASP.NET,Visual Studio
72761,24455.0,HTML/CSS,Go,MySQL,MongoDB,Heroku,Docker,Django,Django,IPython / Jupyter
72762,24455.0,JavaScript,HTML/CSS,SQLite,PostgreSQL,Slack,Slack,jQuery,Flask,Notepad++
72768,24462.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
72775,24463.0,Bash/Shell/PowerShell,Ruby,Elasticsearch,Microsoft SQL Server,AWS,AWS,Angular/Angular.js,Ruby on Rails,Atom
72781,24466.0,HTML/CSS,Kotlin,Firebase,Couchbase,Android,Raspberry Pi,Express,Vue.js,Android Studio
72786,24467.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MariaDB,AWS,AWS,Django,Django,Vim
72818,24477.0,HTML/CSS,HTML/CSS,DynamoDB,Microsoft SQL Server,AWS,AWS,Ruby on Rails,Ruby on Rails,Vim
72835,24483.0,C#,C#,Microsoft SQL Server,Elasticsearch,Arduino,Arduino,ASP.NET,Django,IntelliJ
72836,24483.0,HTML/CSS,Go,MySQL,MongoDB,Slack,Docker,Django,jQuery,PyCharm
72841,24486.0,Python,Kotlin,Elasticsearch,Firebase,Docker,Arduino,Flask,Flask,Android Studio
72846,24488.0,C#,C#,Microsoft SQL Server,MongoDB,AWS,AWS,ASP.NET,Angular/Angular.js,Notepad++
72847,24488.0,HTML/CSS,HTML/CSS,PostgreSQL,Microsoft SQL Server,Docker,Docker,React.js,ASP.NET,Visual Studio
72853,24490.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Arduino,Android,jQuery,Django,Atom
72861,24491.0,HTML/CSS,Java,PostgreSQL,PostgreSQL,Linux,Linux,Other(s):,Other(s):,IntelliJ
72874,24503.0,F#,Bash/Shell/PowerShell,MySQL,MySQL,Docker,AWS,Angular/Angular.js,Django,Eclipse
72879,24504.0,Java,Go,Microsoft SQL Server,MongoDB,Other(s):,Android,Express,Express,IntelliJ
72882,24507.0,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,Arduino,jQuery,Laravel,Visual Studio Code
72888,24509.0,HTML/CSS,HTML/CSS,PostgreSQL,Couchbase,iOS,iOS,React.js,React.js,IntelliJ
72896,24512.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Linux,Docker,jQuery,jQuery,PHPStorm
72903,24515.0,HTML/CSS,HTML/CSS,Cassandra,MongoDB,Linux,Linux,Express,Django,Atom
72909,24524.0,C,HTML/CSS,Firebase,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
72917,24525.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Express,Android Studio
